domain,story_label,title,content
wsj.com,Swine Flu,h1n1 cases vastly underreported cdc,washington  number confirmed cases h1n1 flu april july represents 2 actual people infected virus according report center disease control prevention report posted agencys web site says number people infected h1n1 flu april july likely 18 million 57 million higher 43677 confirmed cases paper said virus hospitalized 9000 21000 people period study shows prevalence virus widespread originally reported cdc world health organization july stopped tracking individual cases acknowledged difficult recent weeks government health officials instead
wsj.com,Japan Earthquake & Tsunamis,quake tsunami slam,tens thousands selfdefense forces searched desperately survivors earthquakeravaged northern japan saturday rescue relief efforts went force concerns rose radiation leak occurred nuclearpower facility country 200000 japanese ferried relief shelters millions homes left power water countrys powerful quake struck
wsj.com,Gay Marriage,supreme court rules gay marriage nationwide,washington—the supreme court friday ruled samesex couples nationwide constitutional right marry landmark decision sweeps away state bans gay unions caps rapid american transformation meaning marriage 54 decision written justice anthony kennedy fourth major gayrights ruling decades struck restrictions force 13 states means 50 states recognize samesex unions court considering challenge laws kentucky michigan ohio tennessee limited marriage oppositesex
wsj.com,Area 51 Raid,whats really going area 51 maybe biggest ufo party,rachel nev— glenn kaminsky booth recent bigfoot daze festival willow creek calif promote invasion area 51 party desert neighborhood secretive nevada military facility long suspected hiding extraterrestrials space ships ground zero coming assembly ufo enthusiasts seeking close encounters fellow travelers think everybody america curious really goes area 51 aliens id like know said mr kaminsky 43 years old humboldt county calif started goof facebook summer storm area 51 stop edging closer reality post tallied 2 million rsvps lets aliens
wsj.com,Brett Kavanaugh picked for SCJ,judge brett kavanaugh,judge brett kavanaugh established robust judicial record 12 years member court appeals dc circuit referred secondmost influential court country judge kavanaugh nominee president george w bush penned notable rulings host topics including environmental regulations guns affordable care act abortion rulings tipped rightofcenter judge kavanaughs highprofile
wsj.com,Trump Inauguration,donald trumps inauguration brings 30 million,audience 306 million people tuned watch donald trumps inauguration president falling short number people watched barack obamas swearing years ago according nielsen 16minuteand12second address mr trump indicted political promised populist new vision country focusing issues infrastructure crime terrorism day forward going america america mr trump said viewership events mr trumps speech aired major broadcast cable networks 206 million watched mr obama sworn second time years ago mr obamas inauguration 2009 scored larger television
wsj.com,January 6th,riot,day marking usual step traditionally peaceful transfer power erupted violence chaos grounds capitol wednesday earlier day rally ellipse president trump said wouldnt concede urged supporters march capitol members congress meeting certify joe biden winner november election clear rioters breached grounds forced way inside building left wake
wsj.com,George Floyd Death,floyds death custody draws condemnation law enforcement,minneapolis—crowds clashed police second night protest death george floyd police officer held knee neck technique approved citys police department drew rare widespread condemnation police country dozen minneapolis police tactical gear stood roof precinct appearing projectiles gas intermittently protesters beneath protesters broke windows precinct protesters dispersed huge plume gas fired
wsj.com,Obama Elected,obama sweeps historic,washington  sen barack obama elected nations africanamerican president defeating sen john mccain decisively tuesday citizens surged polls presidential race climaxed amid worst financial crisis great depression change come sen obama told huge throng cheering supporters chicago midnight rally speech victor sen obama catalogued challenges ahead greatest lifetime said wars planet peril worst financial crisis century text obamas speech added wont agree decision policy make president know government solve problem honest
wsj.com,London Olympics,,summer summer olympics wild weeks london initial fawning queens corgis sunday nights pop starstudded journey british arts highlights talking reels tide rio nikes windbreaker american flag associated press remember way usain bolt michael phelps cemented legendary statuses string recordbreaking competitionnegating performances remember fierce womens gymnastics team filled potential stars make hollywood agents head spin remember amazingly accurate medal projections remember hope solo abby wambach breaking ground comefrombehind womens soccer gold medal
wsj.com,Boston Marathon Bombings,deadly blasts rock,boston—two deadly explosions ripped crowd boston marathon monday killing people injuring 140 raising specter terrorism american soil 250 pm hours winners crossed finish line thousands runners streets bombs exploded 50 100 yards apart near courses end citys crowded bay section boston police said panicked spectators fled scene smoke blasts filled air sirens wailed exhausted disoriented runners families raced amid mayhem president barack obama brief televised address said resources government investigation make
wsj.com,Russia Invades Ukraine,ukraine accuses russia invasion west consider,kiev western backers accused moscow sending russian troops armor fight alongside rebels eastern ukraine dimming hopes diplomatic solution crisis prompting europe threaten new sanctions ukrainian president petro poroshenko convened emergency meeting security chiefs thursday vowed ukraine defend dispatched troops meet russianbacked advance government ordered reinstatement draft fall—though pledged send conscripts war zone officials kiev called western capitals support including military aid initial reaction europe included expressions frustration kremlin immediate action president
wsj.com,Trump Elected,donald trump elected president riding populist,republican donald trump political novice ran nationalist campaign calling restricting immigration international trade scored stunning win 45th president united states defeating democrat hillary clinton biggest upsets political history mr trump rolled victory series states 270 electoralvote threshold ending cliffhanger night vote counting capped bitter months long presidential contest mr trump declared winner wisconsin rust belt states rallied declared winner associated press mrs clinton called mr trump concede said victory rally polls political pundits gave mr trump little chance
