domain,story_label,title,content
nbcnews.com,Brett Kavanaugh picked for SCJ,Who is Supreme Court nominee Brett,"President Donald Trump's Supreme Court pick is no stranger to partisan politics: Before becoming a judge, he was helping make the case for the impeachment of Bill Clinton and later for the election of George W. Bush. Twenty years ago, Kavanaugh's story starts amid the highly politicized independent counsel investigation into Clinton. He worked for Starr as a young Yale Law graduate, first when Kenneth Starr was solicitor general and later in the Office of the Independent Counsel, where Kavanaugh was a key player in the slew of investigations into the Clintons, including the Whitewater scandal, the suicide of White House counsel Vincent Foster and Clinton's affair with Monica Lewinsky. The Starr Report to Congress laid out the details of Clinton and Lewinsky's affair and findings of"
nbcnews.com,Area 51 Raid,Storming Area 51 on September 20? Here's why you're unlikely to find aliens hiding in the,"More than a million people say — at least online — they want to scale the fences and storm Area 51, a top-secret Air Force installation in the Nevada desert. Their stated hope is to see the aliens who for decades have been rumored to be warehoused within. The blitz is scheduled for Sept. 20, so mark your calendars. Or not. The idea for this effort was birthed on Facebook, and it was clearly intended as a joke. But so was Johnny Carson’s 1973 claim that the U.S. was running out of toilet paper — an offhand attempt at humor that triggered a real shortage. So joke or no, the hordes might really show up at the closely guarded federal facility, a poor decision according to authorities. BookMaker, an Internet betting site, is already weighing the odds of a tsunami of citizens storming the"
nbcnews.com,Russia Invades Ukraine,What Invasion? Russian Denials on Crimea Trigger War of,"As pro-Russian forces consolidate their control of Ukraine's Crimea, occupying and surrounding military bases and a key ferry terminal, a war of words has broken out over Moscow's denials that its military was involved. American officials have brushed off Russia's remarks almost incredulously, yet the Kremlin has stuck to its line that no active-duty Russian personnel were part of the apparent takeover of Crimea over the weekend. ""No, absolutely no (Russian troops),"" Vladimir Putin's Defense Minister Sergei Shoigu declared on Wednesday when asked whether his forces were involved. When questioned about the Tiger and Rys armored personnel carriers seen throughout the strategic peninsula – vehicles used only by the militaries of the United Arab Emirates and Russia – Shoigu said he had “no"
nbcnews.com,Trump Inauguration,Trump Inauguration: What the World Is Saying About New,"As Donald Trump is inaugurated as 45th president of the United States, NBC News takes a glance at what people around the planet — from world leaders to ordinary citizens — are saying about America's new leader. Russia Around 4,800 miles from Washington, D.C., a Donald Trump inauguration party was in full swing. On the eve of Trump being sworn into office, around 180 partygoers at a jazz club in downtown Moscow were being entertained by a group named The Trump Band and well-known Russian-American singer Willi Tokarev, who has just released an album named ""Trumplissimo America."" Tokarev, who is 82, praised the incoming leader as an ""unbelievable superman, the symbol of America."" Related: 9 Things Trump Has Said That Might Make Putin Smile ""It's no secret the Russians are welcoming"
nbcnews.com,George Floyd Death,'I can't breathe': Man dies after pleading with officer attempting to detain him in,"A man exclaiming ""I can't breathe"" as a Minneapolis police officer pinned him to the ground and put his knee on the man's neck for about eight minutes died Monday night, prompting the FBI and the Minnesota Bureau of Criminal Apprehension to step in and investigate. Video of the incident shows that a white police officer had a black man pinned to the ground next to the back tire of his patrol car with his knee on the man's neck. ""Please, please, please, I can't breathe,"" the man begs. ""My stomach hurts. My neck hurts. Please, please. I can't breathe."" Onlookers outside the Minneapolis deli urge the officer to get off the man. ""You're stopping his breathing right now, you think that's cool?"" one man says. ""His nose is bleeding. Look at his nose!"" says a woman. The officer does not"
nbcnews.com,January 6th,"Jan. 7 highlights and analysis of unrest in Washington,","SEE NEW POSTS More than 200 congressional lawmakers now calling for Trump's removal More than 200 members of the U.S. Senate and House support the removal of President Donald Trump, according to an NBC News' count. The calls are in reaction to Wednesday's riot at the U.S. Capitol by a pro-Trump mob, which followed months of Trump claiming the election he lost was fraudulent or stolen, claims for which there is no evidence, and a rally Wednesday. Trump has been accused of inciting the violence. The measures discussed include a possible second impeachment or the 25th Amendment. Almost all are Democrats or Independents; Rep. Adam Kinzinger, R-Illinois, is the only Republican. Trump will leave office in a little less than two weeks, on Jan. 20 when Joe Biden is inaugurated. On Thursday,"
nypost.com,House Speaker,PELOSI BILL BLASTED AS PORK FOR,"WASHINGTON – Red-faced House Speaker Nancy Pelosi went into damage-control mode yesterday after Republicans charged she slipped a loophole into the Democrats’ just-passed minimum-wage bill to benefit a company in her San Francisco district. The legislation hiking the minimum wage to $7.25 an hour covered the entire United States and all its territories – except for one: American Samoa. The GOP said Samoa was exempted because Democrat Pelosi is protecting the food giant Del Monte Corp., which is based in her district. Del Monte owns StarKist Tuna, which employs more 5,000 Samoans, almost 75 percent of the island’s work force. The company had opposed the legislation, which passed Wednesday. The legislation increases the minimum wage from $5.15 an hour. In the face of the GOP accusations"
nypost.com,Hurricane Katrina,HURRICANE KATRINA SPELLS PROFIT FOR OIL,"A, B, C, D, E, F, G, H, I, J – and then finally K. It took oil speculators nearly half the alphabet before they got what they desperately needed – a hurricane named Katrina with enough punch to legitimately threaten U.S. oil production in the Gulf of Mexico. And with that the oil goons did what they do best: They jacked up the price of crude well beyond the irrational level. The price of oil rose more than $4 a barrel at one point yesterday in the futures market to $70.80, which was easily a record, and the speculators have made their money and inflicted their damage on the world economy. Well done, guys! Sleep well tonight. You couldn’t tell it by the screwballs who have hijacked the crude market this year, but there is plenty of oil in the world. According to the federal"
nypost.com,Hussein Executed,SADDAM IS THE KING OF SWING; BYE-BYE TO BUTCHER OF BAGHDAD AS DIABOLICAL DICTATOR IS HANGED BEFORE ; DAWN TO DELIGHT OF ; OPPRESSED,"The Butcher of Baghdad is no more. Former Iraqi dictator Saddam Hussein – clutching a Koran as he was led to the gallows – was hanged today in the city he ruled with an iron fist for decades at 6 a.m. Baghdad time, officials said. His death was greeted with elation by those present at the execution, which included dancing over Hussein’s body, witnesses said. A handcuffed Hussein was clad completely in black, with a jacket, trousers, hat and shoes – not the orange prison garb he was expected to wear. Shortly before the execution, Hussein’s hat was removed and he was asked if he wanted to say something, said Sami al-Askari, the political adviser of Prime Minister Nouri al-Maliki. ” ‘No I don’t want to,’ ” al-Askari, who was present at the execution, quoted the ousted despot as telling"
nypost.com,London Olympics ,London Olympics: Closing,Fireworks are seen over the Olympic Stadium as it is lit in the Brazilian national colors during the closing ceremony of the 2012 Summer Olympics in London. The Games of the 30th Olympiad come to a close in London after two weeks of athletics and sports competition carried out by 204 countries from around the
nypost.com,Japan Earthquake & Tsunamis,9.0 earthquake hits,"This aerial view taken on March 14, shows cars burnt out by fires triggered by the tsunami lined up near Sendai in Miyagi prefecture three days after a massive 8.9 magnitude earthquake and tsunami devastated the coast of eastern Japan. A new explosion at a nuclear plant in nearby Fukushima prefecture hit punch-drunk Japan on March 14 as it raced to avert a reactor meltdown after a quake-tsunami disaster that is feared to have killed more than 10,000"
nypost.com,BP Oil Spill,Gulf of Mexico massive oil,"This image released by BP shows the main oil leak of the Deepwater Horizon rig which exploded April 20 and killed 11 workers. BP has accepted responsibility for the cleanup of what could become the worst oil spill in US history, and is leading efforts to stop the estimated 210,000 gallons of oil leaking into the sea each"
nypost.com,Swine Flu,Swine flu prevention kicks into high,"The first batch of swine flu vaccines has hit local schools, as the city steps up its efforts to prevent the spread of the potentially deadly virus. “Influenza activity usually increases between December and March when temperatures and humidity are lower. So we urge people to prepare for it by getting vaccinated,” said Dr. Thomas Farley, the city’s health commissioner. Schools are administering free flu mist and flu shots tailored to swine flu, also known as the H1N1 virus. City officials note that the H1N1 vaccination should be taken in addition to traditional flu shots. “Seasonal influenza vaccine does not protect against the H1N1 virus. To protect against both kinds of influenza, people will need two different vaccinations: one for seasonal influenza, and one for H1N1 influenza,”"
nypost.com,Obama Elected,BARACK OBAMA WINS THE,"Barack Obama scored a barrier-breaking victory tonight to become the first black president of the United States – capping a 22-month quest that tapped into a national hunger for “hope” and “change.” At age 47 and still serving his first Senate term, the Democrat cleared a historic hurdle that seemed insurmountable just a few years ago – and was bolstered by Democrats padding their majority in Congress. COMPLETE ELECTION 2008 COVERAGE Speaking to 125,000 supporters tonight in Chicago, Obama said, “If there is anyone out there who doubts that America is a place where anything is possible, who still wonders if the dream of our founders is alive in our time, who still questions the power of our democracy, tonight is your answer.” “It’s been a long time coming, but tonight, because of what"
nypost.com,Boston Marathon Bombings,"Terror attack strikes Boston Marathon, more than 130 injured; person of interest","BOSTON — More than 130 people were injured today as multiple explosions rocked the Boston Marathon in a “coordinated” terror attack. Two explosions were detonated at the race’s finish line within seconds of each other, beginning at 2:50 p.m. Three other undetonated devices were later discovered by authorities. A White House official told Bloomberg news, “Any event with multiple explosive devices — as this appears to be — is clearly an act of terror.” Homeland Security committee member Rep. Bill Keating (D-MA) called today’s explosions a “sophisticated, coordinated event.” WCVB in Boston is reporting that an 8-year-old boy was among those killed in Monday’s attack. Law-enforcement sources said at least the first explosion occurred in the lobby of a nearby hotel. AUTHORITIES ID"
nypost.com,Russia Invades Ukraine,Russian forces ‘invade’ Ukraine on eve of,"Russian forces backed by tanks and helicopters occupied a Ukrainian village near the border of Crimea Saturday — escalating already-high tensions on the eve of a vote on whether Crimeans should seek annexation by Moscow. Ukraine’s military responded by scrambling its air force to the region, as the Foreign Ministry denounced the troop movement as an “invasion” and demanded the Russians “immediately withdraw.” “Ukraine reserves the right to use all necessary measures to stop the military invasion by Russia,” the ministry said in a statement. As many as 120 Russian soldiers took over the southern village of Strilkove and a nearby gas plant over fears it would be targeted by terrorists, Ukrainian officials said. No shots had been fired in the standoff — about 80 miles from Crimea —"
nypost.com,Gay Marriage ,Supreme Court approves gay marriage,"The Supreme Court ruled Friday that gay and lesbian couples have the same right to marry as any other American in a landmark decision that settled one of the most contentious social issues in US history. Celebrations and joyful weddings quickly followed around the country, including in some of the 14 states where they had been banned before the decision. President Obama hailed the decision from the White House, saying it had arrived “like a thunderbolt” and “made our union a little more perfect.” “When all Americans are treated as equal, we are all more free,” he declared. Justice Anthony Kennedy, a ­Republican appointed by Ronald Reagan in 1988, was once again the swing vote who joined the court’s liberal bloc to provide the 5-4 majority. Kennedy rejected arguments that the ruling"
nypost.com,Trump Elected,This is how Donald Trump won the,"Donald Trump’s vow to restore America’s greatness ultimately mattered more than his insults and controversies — sparking surprise shifts in the electorate that helped him upset Hillary Clinton. Despite blasting Mexicans as “rapists” and “criminals” in his campaign kickoff — and promising right up to Election Day to build a southern border wall — Trump did better among Hispanic voters than 2012 Republican presidential nominee Mitt Romney, exit polling showed. Romney’s much tamer “self-deportation” plan resulted in just 27 percent support among Hispanics, but Trump — who also vowed to forcibly deport millions of illegal immigrants — won 29 percent of Hispanics. Clinton’s share of the Hispanic vote — which increased to 11 percent of this year’s electorate, up from 10 percent in 2012 — was"
nypost.com,Trump Inauguration,Trump administration disputes crowd numbers at,"The Trump administration disputed crowd numbers at the swearing-in ceremony despite photos released by the National Park Service that showed a significant difference in the audience from President Barack Obama’s first inauguration in 2009. Speaking at CIA headquarters on Saturday, Donald Trump blasted the “dishonest media” for underestimating the numbers who came out to witness his swearing-in as the 45th president on Friday. “It looked honestly – it looked like a million and a half people. Whatever it was, it was. But it went all the way back to the Washington Monument. And I turn on the thing, and by mistake I get this network, and it showed an empty field. And it said we drew 250,000 people. Now that’s not bad, but it’s a lie,” Trump said. Later Saturday, White House press secretary"
nypost.com,Brett Kavanaugh picked for SCJ,Brett Kavanaugh is an excellent pick for the Supreme,"Once again staying true to his campaign promises, President Trump just nominated Brett Kavanaugh as his pick to replace Justice Anthony Kennedy on the Supreme Court. It’s an excellent choice — though the coming wave of fear-mongering may hide that fact for a while. Judge Kavanaugh, 53, is widely seen as one of the top legal minds of his generation — so much so that now-Justice Elena Kagan recruited him to teach at Harvard Law, where students across the spectrum rave about him. Though firmly committed to interpreting the Constitution as written, he’s no ideologue — which is why Sen. Ted Cruz and other hard-rightists had been urging Trump to pick someone else. But now Democrats will proceed with their preset strategy for fighting any Trump picks — charging that confirmation guarantees the"
nypost.com,Area 51 Raid,Military apologizes for threatening to launch stealth bomber at ‘Storm Area 51’,"The US military has apologized for threatening to launch a stealth bomber on young conspiracy theorists planning to storm Area 51. The Defense Visual Information Distribution Service tweeted a photo late Friday of dozens of military men and women standing at attention in uniform in front of a B-2 stealth bomber. “The last thing #Millennials will see if they attempt the #area51raid today,” the tweet threatened against anyone planning to storm the Arizona military base long rumored to house government secrets on aliens and UFOs. The backlash was quick and sparked an official apology on Saturday. “Last night a DVIDSHUB employee posted a Tweet that in NO WAY supports the stance of the Department of Defense,” the unit tweeted. “It was inappropriate and we apologize for this mistake.” More"
nypost.com,George Floyd Death,Here’s everything we know about the death of George,"It was a routine police call for a run-of-the-mill crime — someone passing a bogus $20 bill at a deli. But the ensuing death of unarmed black man George Floyd while in the custody of Minneapolis cops, and the resulting riots, have once again forced a divided nation into a bitter self-reckoning. The cops involved were axed and President Trump himself has pledged an expedient investigation by federal law enforcement — but that has done little to quell searing outrage that’s lit up social media, left buildings at ground zero in Minneapolis torched and necessitated the Minnesota National Guard. It all started when restaurant bouncer and aspiring commercial driver Floyd, 46, tried to buy groceries. Floyd — a Houston native who had previous scrapes with the law and moved to the Twin Cities"
nypost.com,January 6th,DC protests: How a mob of rioters took the Capitol building by,"The fervent protests surrounding the 2020 US election reached an ugly head Wednesday afternoon — but it had been steadily brewing for weeks and its implications could last for years. The prospect of a huge gathering in Washington, D.C., was first revealed by President Trump as far back as Dec. 19, as he continued to deny losing the election to Joe Biden. “Big protest in D.C. on January 6th. Be there, will be wild!” he tweeted of the protest to mark the day Biden’s win would be certified. So, after weeks of hype, by 6 a.m. Wednesday thousands had already gathered around the Capitol for what was touted as the “Save America Rally.” A “notable number” were already wearing bulletproof vests and helmets, Politico noted. At 10 a.m., Trump’s attorney, former New York Mayor Rudy Giuliani,"
wsj.com,House Speaker,Pelosi's Tuna,"Economists of every political stripe agree that a higher minimum wage will cost some low-skill workers their jobs. But don't believe us; just ask Democratic Speaker Nancy Pelosi. The House last week whooped through an increase in the minimum wage to $7.25, by a vote of 315-116. But, lo, included as part of this boon to the working man was a loophole: The new, higher wage floor applied to all of these United States and its territories -- save for the Pacific outpost of American Samoa. In the immortal words of Congressman Patrick McHenry (R., N.C.), ""There's something fishy going on"
wsj.com,Hussein Executed,Saddam Hussein Is Executed For Crimes Against,"BAGHDAD, Iraq -- Former Iraqi dictator Saddam Hussein, whose iron-fisted rule brought death to hundreds of thousands of his compatriots, was hanged in secrecy here early Saturday morning, sparking conflicting emotions in a country gripped by worsening violence nearly four years after his downfall. In footage shown on Iraqi television, Mr. Hussein, dressed in a white shirt and a black overcoat against the chilly night, appeared calm and composed in his final moments. Neatly combed and bearded, Mr. Hussein stood on the gallows as Iraqi guards wearing black hats with holes cut out for their mouths and eyes tied a black cloth around his neck and then placed a thick noose over it. Mr. Hussein was led onto a closed hatch on the gallows through which he would plunge to his death. In a later"
wsj.com,Hurricane Katrina,After the,"Katrina is a huge and historic story. The human cost, the financial cost, the rendering uninhabitable of a great and fabled American city--all of it amazing. A quick look at the good, the bad, and the let's-shoot-them-now. The governors. Political leadership in times of crisis is a delicate thing. You have to be frank about the fix you're in without being demoralizing. You have to seem confident without seeming out of touch with reality. You have to be human without indulging all your very human emotions. Rudy Giuliani set the modern standard on 9/11, and in a way that is not remarked upon. All his public statements were brilliantly specific. He told you exactly what resources were on their way to do what and where and why; he told you the No. 4 subway had been diverted west and then"
wsj.com,BP Oil Spill,Oil Spills Into Gulf After Rig,"The oil well connected to a drilling rig that sank in the Gulf of Mexico last week after a fiery explosion is gushing crude oil, raising fears of a severe environmental hazard. An oily sheen on Sunday covered 600 square miles, an area twice as large as the five boroughs of New York. The slick, which is spreading north, is about 70 miles south of the Mississippi and Alabama coastline, the U.S. Coast Guard"
wsj.com,Swine Flu,"H1N1 Cases Vastly Underreported, CDC","WASHINGTON -- The number of confirmed cases of H1N1 flu from April to July represents just 2% of the actual people who were infected with the virus, according to a report by the Center for Disease Control and Prevention. The report, posted to the agency's Web site, says the number of people infected with H1N1 flu from April to July likely was between 1.8 million and 5.7 million, much higher than the 43,677 confirmed cases. The paper also said the virus hospitalized 9,000 to 21,000 people during the same period. The study shows the prevalence of the virus is more widespread than originally reported. The CDC and World Health Organization in July stopped tracking individual cases because they acknowledged doing so was difficult. In recent weeks, government health officials have instead"
wsj.com,Japan Earthquake & Tsunamis,"Quake, Tsunami Slam","Tens of thousands of Self-Defense Forces searched desperately for survivors in earthquake-ravaged northern Japan on Saturday as rescue and relief efforts went into full force, even as concerns rose that a radiation leak may have occurred at a nuclear-power facility in the country. More than 200,000 Japanese were ferried to relief shelters and millions of homes were left without power and water after the country's most powerful quake ever struck on"
wsj.com,Gay Marriage,Supreme Court Rules Gay Marriage Is a Nationwide,"WASHINGTON—The Supreme Court on Friday ruled same-sex couples nationwide have a constitutional right to marry, a landmark decision that sweeps away state bans on gay unions and caps a rapid American transformation on the meaning of marriage. The 5-4 decision written by Justice Anthony Kennedy, his fourth major gay-rights ruling over two decades, struck down restrictions in force in 13 states and means all 50 states must recognize same-sex unions. The court was considering a challenge to laws in Kentucky, Michigan, Ohio and Tennessee that limited marriage to opposite-sex"
wsj.com,Area 51 Raid,What’s Really Going On at Area 51: Maybe the Biggest UFO Party on,"RACHEL, Nev.— Glenn Kaminsky put up a booth at the recent Bigfoot Daze festival in Willow Creek, Calif., to promote an invasion of Area 51, or at least a party in the same desert neighborhood. The secretive Nevada military facility, long suspected of hiding extraterrestrials and their space ships, is ground zero for a coming assembly of UFO enthusiasts seeking close encounters with fellow travelers. “I think everybody in America is curious. What really goes on out there? What do they do at Area 51? Are there aliens there? I’d like to know,” said Mr. Kaminsky, 43 years old, of Humboldt County, Calif. What started as a goof on Facebook this summer, “Storm Area 51: They Can’t Stop All of Us,” is edging closer to reality. The post tallied more than 2 million RSVPs. “Lets see them aliens,”"
wsj.com,Brett Kavanaugh picked for SCJ,Judge Brett Kavanaugh: In His Own,"Judge Brett Kavanaugh has established a robust judicial record in his more than 12 years as a member of the U.S. Court of Appeals for the D.C. Circuit, often referred to as the second-most influential court in the country. Judge Kavanaugh, a nominee of President George W. Bush, has penned notable rulings on a host of topics, including environmental regulations, guns, the Affordable Care Act and abortion. Many, but not all of his rulings, have tipped right-of-center. Here are some of Judge Kavanaugh’s most high-profile"
wsj.com,Trump Inauguration,Donald Trump’s Inauguration Brings in Over 30 Million,"An audience of 30.6 million people tuned in to watch Donald Trump’s inauguration as president, falling short of the number of people who watched Barack Obama’s first swearing in eight years ago, according to Nielsen. In his 16-minute-and-12-second address, Mr. Trump indicted the political system and promised a populist “new vision” for the country, focusing on issues such as infrastructure, crime and terrorism. “From this day forward it is going to be only America First, America First,” Mr. Trump said. Viewership for the events and Mr. Trump’s speech, which was aired across all major broadcast and cable networks, was up from the 20.6 million who watched Mr. Obama get sworn in for a second time four years ago. But Mr. Obama’s first inauguration in 2009 scored a larger television"
wsj.com,January 6th,Riot at the U.S.,"What should have been a day marking a usual step in the traditionally peaceful transfer of power erupted into violence and chaos on the grounds of the U.S. Capitol on Wednesday. Earlier in the day at a rally on the Ellipse, President Trump said he wouldn’t concede and urged his supporters to march on the Capitol. Members of Congress meeting there to certify Joe Biden as the winner of the November election had to clear out when rioters breached the grounds, forced their way inside the building and left a wake of"
wsj.com,George Floyd Death,Floyd’s Death in Custody Draws Condemnation From Law Enforcement,"MINNEAPOLIS—Crowds clashed with police for a second night to protest the death of George Floyd after a police officer held him down with a knee on his neck, a technique not approved by the city’s police department and one that drew rare widespread condemnation from police across the country. Over a dozen Minneapolis police in tactical gear stood on the roof of Precinct Three, appearing to fire projectiles and gas intermittently at protesters beneath. Some protesters broke the windows of the precinct. Protesters dispersed after a huge plume of gas was fired into the"
wsj.com,Obama Elected,Obama Sweeps to Historic,"WASHINGTON -- Sen. Barack Obama was elected the nation's first African-American president, defeating Sen. John McCain decisively Tuesday as citizens surged to the polls in a presidential race that climaxed amid the worst financial crisis since the Great Depression. ""Change has come,"" Sen. Obama told a huge throng of cheering supporters in Chicago at a midnight rally. In his first speech as victor, Sen. Obama catalogued the challenges ahead. ""The greatest of a lifetime,"" he said, ""two wars, a planet in peril, the worst financial crisis in a century."" (See the full text of Obama's speech.) He added, ""There are many who won't agree with every decision or policy I make as president, and we know that government can't solve every problem. But I will always be honest with you about the"
wsj.com,London Olympics,Last Call in,"Another summer, another Summer Olympics. It's been a wild few weeks in London, from our initial fawning over the Queen's corgis to Sunday night's pop star-studded journey through the British arts. In between, there were enough highlights and talking reels to tide us over until Rio. Nike's next windbreaker: the American flag. ASSOCIATED PRESS We'll remember the way Usain Bolt and Michael Phelps cemented their legendary statuses with a string of record-breaking, competition-negating performances. We'll remember the fierce U.S. women's gymnastics team, filled with enough potential stars to make every Hollywood agent's head spin. We'll remember our amazingly accurate medal projections. We'll remember Hope Solo and Abby Wambach breaking ground on a come-from-behind women's soccer gold medal,"
wsj.com,Boston Marathon Bombings,Deadly Blasts Rock,"BOSTON—Two deadly explosions ripped through a crowd at the Boston Marathon on Monday, killing at least three people and injuring about 140, once again raising the specter of terrorism on American soil. At about 2:50 p.m., some three hours after the winners had crossed the finish line but while thousands more runners still were on the streets, two bombs exploded 50 to 100 yards apart near the course's end in the city's crowded Back Bay section, Boston Police said. Panicked spectators fled the scene as smoke from the blasts filled the air, sirens wailed and exhausted, disoriented runners and families raced to find one another amid the mayhem. President Barack Obama, in a brief televised address, said he would put the full resources of the government behind the investigation. ""Make no"
wsj.com,Russia Invades Ukraine,"Ukraine Accuses Russia of Invasion, West to Consider","Kiev and its Western backers accused Moscow of sending Russian troops and armor to fight alongside rebels in eastern Ukraine, dimming hopes for a diplomatic solution to the crisis and prompting the U.S. and Europe to threaten new sanctions. Ukrainian President Petro Poroshenko convened an emergency meeting of his security chiefs Thursday and vowed that ""Ukraine can defend itself."" He dispatched troops to meet the Russian-backed advance as his government ordered the reinstatement of a draft this fall—though it pledged not to send conscripts into the war zone. But while officials in Kiev called on Western capitals for support, including military aid, the initial reaction from the U.S. and Europe included expressions of frustration with the Kremlin but no immediate action. President"
wsj.com,Trump Elected,"Donald Trump Elected President, Riding Populist","Republican Donald Trump, a political novice who ran a nationalist campaign calling for restricting immigration and international trade, scored a stunning win to become the 45th president of the United States, defeating Democrat Hillary Clinton in one of the biggest upsets in U.S. political history. Mr. Trump rolled to victory in a series of states that put him over the 270 electoral-vote threshold, ending a cliffhanger night of vote counting that capped the bitter, months long presidential contest. Mr. Trump was declared winner in Wisconsin, one of many rust belt states that rallied behind him, he was declared the winner by the Associated Press. Mrs. Clinton called Mr. Trump to concede, he said at his victory rally. The polls and political pundits gave Mr. Trump little chance of"
